InstrumentURN	InstrumentName	QuestionURN	QuestionLabel	QuestionItemName	QuestionText	Instruction	response_label	response_domain	QuestionGroupID	QuestionGroupAgency	QuestionGroupName	QuestionGroupLabel
urn:ddi:uk.cls.mcs:8aecfaea-7147-4965-bc32-f5c279159544:1	MCS_9_Months_First_Survey_2000	urn:ddi:uk.cls.mcs:b9023948-eff5-403b-b057-555c466b062a:1	JBSY i	qi_JBSY_i	When did you first start your job with this employer? INTERVIEWER: ENTER YEAR HERE			Range:1980-2002	53f78494-051c-44ff-afe8-12ed27ab02f9	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:b9d007b1-d339-43e0-810c-66a663fc64ba:1	FLXB	qi_FLXB	And which, if any, of these arrangements have you made use of in you current main job? Or (IF AWAY FROM WORK): Which of these arrangements do you plan to make use of?		cs_FLXB	1|Financial help with childcare/childcare vouchers. 2|Workplace nursery or crèche. 3|Other nurseries supported by employer. 4|Help with finding childcare facilities away from the workplace. 5|Care for children after school hours or during school holidays. 6|Time off for family emergencies. 7|Career breaks for family reasons. 8|Paternity leave (time off work for fathers). 9|Parental Leave. 10|A telephone to use for family reasons. 96|None of these (exclusive code)	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:ba8772c3-ea6c-4604-b3f8-4ed7b68158ea:1	PXJE	qi_PXJE	Is [^he/she] working as an employee or self-employed in [^his/her] main job?	JOB=PERIOD OF PAID WORK WITH AN EMPLOYER OR PERIOD OF CONTINUOUS SELF-EMPLOYMENT. IF MORE THAN ONE JOB, MAIN=JOB WITH MOST HOURS. IF EQUAL HOURS, MAIN=HIGHEST PAID.	E_S	1|Employee. 2|Self-employed	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:bab9ada0-e5aa-490c-8d5b-4270859afa34:1	RNOX	qi_RNOX	Please specify			Other	d625fffb-464c-4816-be17-5622400d54c5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:bb0d0632-a078-484d-9771-b22bd8950163:1	BABY	qi_BABY	Our records of who lives in this household show that you had a baby ([^name of person]) on [^Date of Birth (textfill drived from household grid and date of last interview) ]. When did you return to work after the birth of this child? ENTER YEAR AT THIS QUESTION	IF 'not in work', CODE 9995 IF 'did not take time off', CODE 9996 IF 'still on leave', CODE 9997		Range:1950-9997	d625fffb-464c-4816-be17-5622400d54c5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:bce7c33f-0753-4872-8b59-2de511d50d96:1	PXJH	qi_PXJH	Not including [^name of partner], about how many people work for [^his/her] employer at the place (building, branch or work site) where [^he/she] usually work?		Nwa_12_39_1024_2549_5099_100199_200499_500999_1000om_DKft25_DK25om	0|None (works alone). 1|1-2. 2|3-9. 3|10-24. 4|25-49. 5|50-99. 6|100-199. 7|200-499. 8|500-999. 9|1000 or more. 10|DK, fewer than 25. 11|DK, 25 or more	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:bd1c2d83-77f9-468d-acc1-0e0926e3a125:1	PXJW	qi_PXJW	Can I just check, is [^name of partner] paid either a salary or wage by an employer in [^his/her] main job?	JOB=PERIOD OF PAID WORK WITH AN EMPLOYER OR PERIOD OF CONTINUOUS SELF-EMPLOYMENT. IF MORE THAN ONE JOB, MAIN=JOB WITH MOST HOURS. IF EQUAL HOURS, MAIN=HIGHEST PAID.	cs_Yes_No	1|Yes. 2|No	d625fffb-464c-4816-be17-5622400d54c5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:bd1c5666-c3cb-4d7c-8fc8-a5879d884e02:1	YSRT i	qi_YSRT_i	When did you start doing that? ENTER YEAR	INTERVIEWER: AT LAST INTERVIEW RESPONDENT WAS [^employment status (textfill taken from feed-forward data) ] AND THIS ENDED IN [^MONTH ^YEAR previous job/spell not working ended (textfill taken from STJY/STJM, SRTY/SRTM, NOTW/NOTM, or LJBY/LJBM) ]. [Don't Know and Refusal are not allowed]		Range:1950-2050	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:bd4c918c-9fb1-401c-84c0-a1a386a37b6c:1	PXHP	qi_PXHP	How many hours PAID overtime does [^he/she] usually work in a week?	INTERVIEWER: ACCEPT ESTIMATE		Range:0-97	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:bd4ff3fa-cafb-4f1e-84f4-bce86f9e03ea:1	LWKY ii	qi_LWKY_ii	When did you last attend work in this job? NOTE YEAR OF LAST ATTENDING			Range:1995-2005	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:bd61629e-00c1-47f0-a3bc-ac98bd5d1feb:1	SEEM i	qi_SEEM_i	About how many people work for you?		cs_Waoowp_Lt25e_25ome	1|Works alone or only with partner. 2|Less than 25 employees. 3|25 or more employees	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8aecfaea-7147-4965-bc32-f5c279159544:1	MCS_9_Months_First_Survey_2000	urn:ddi:uk.cls.mcs:bd73eda1-7a79-427d-a84d-a30c46e59438:1	WKSI	qi_WKSI	Have you done any paid work since ^Jack ^was born?		cs_Yes_No	1|Yes. 2|No	53f78494-051c-44ff-afe8-12ed27ab02f9	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:bdbedb1e-d3e8-4b39-881b-c0a310feefdd:1	ADHR	qi_ADHR	Do you usually do any work which you would regard as paid or unpaid overtime in your main job?	FOR TEACHERS, INCLUDE PREPARATION TIME.	cs_Yes_No	1|Yes. 2|No	d625fffb-464c-4816-be17-5622400d54c5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:bdf51026-3a10-40e5-9fb1-c8b973451c94:1	PJOB iii	qi_PJOB_iii	Can I just check, is (partner's name) currently in paid work or not?	NOTE IF ON LEAVE, CODE 'YES'	cs_Yes_No_Dk	1|Yes. 2|No. 3|Don't know	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:be2c5f63-4216-43d2-824e-aa149cf9fc4d:1	EMPA ii	qi_EMPA_ii	Did you have any employees?		Yes_No	1|Yes. 2|No	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:beffbd36-8f03-4c93-9e5d-53184a37ab03:1	JBDO i	qi_JBDO_i	What do you mainly do/what will you mainly be doing in your job?	INTERVIEWER: CHECK SPECIAL QUALIFICATIONS/TRAINING NEEDED TO DO THE JOB. WRITE IN		Generic text	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:bf46f7f9-b2f9-4f29-948e-9d2969bd3e58:1	CONU	qi_CONU	Last time we interviewed you on [^Date of main/partner last interview] you were [^FF   non-working status].  Can I just check, have you been [^FF non-working status] for all of the period since we last interviewed you on [^Date of main/partner last interview] ?  		cs_Yes_No	1|Yes. 2|No	6b3edad9-a6f0-4337-9b8a-aae925edbd99	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:bfcce3e1-ea68-46a8-9261-1ad3f6aab80b:1	WPBA	qi_WPBA	How satisfied or dissatisfied are you with the balance between the amount of time your [^husband/wife/ partner] spends with the family and the amount of time your [^husband/wife/ partner] spends at work?		cs_Vs_Fs_Nsnd_Fd_Vd_Cs	1|Very satisfied. 2|Fairly satisfied. 3|Neither satisfied nor dissatisfied. 4|Fairly dissatisfied. 5|Very dissatisfied. 6|Can't say	d625fffb-464c-4816-be17-5622400d54c5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:bfefe0ff-81e5-4fec-ad12-7c34a2ceed27:1	PXWY	qi_PXWY	When did [^name of partner] last attend work in this job? ENTER YEAR:	JOB=PERIOD OF PAID WORK WITH AN EMPLOYER OR PERIOD OF CONTINUOUS SELF-EMPLOYMENT.		Range:1950-2050	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:c03461d0-b52e-4b5f-bb25-20229ace56ec:1	RNOT i	qi_RNOT_i	Why is that? PROBE: What other reasons?		cs_RNOT	1|Prefer to be at home with the family rather than working. 2|I prefer to look after my child(ren) myself. 3|I cannot earn enough to pay for childcare. 4|I cannot find suitable childcare. 5|There are no jobs in the right place for me. 6|There are no jobs with the right hours for me. 7|There are no jobs available for me. 8|I am on a training course. 9|My family would lose benefits if I was earning. 10|I am caring for an elderly or ill relative or friend. 11|I prefer not to work. 12|My husband/partner disapproves. 13|I have a new baby. 14|Some other reason(s) (specify)	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:c09e546e-4bde-4869-b25c-601a62e3aa4d:1	PXHM	qi_PXHM	Does [^name of partner] work mainly at or from home in [^his/her] main job?		Yes_No	1|Yes. 2|No	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:c155241b-5e49-437b-9337-6639e8b41140:1	PXWD	qi_PXWD	Was this leave paid?		Yes_No	1|Yes. 2|No	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:c1cb95ee-8021-4d35-b567-1d3c8a1f2d1e:1	AWWY	qi_AWWY	"What was the main reason you were away from work last week?

"		cs_AWWY-employmentleave	1|Maternity Leave. 2|Parental Leave. 3|Paternity Leave. 4|Other Leave/holiday. 5|Sick/injured. 6|Laid off/on short time. 7|Other personal family reason. 8|Other reasons	6b3edad9-a6f0-4337-9b8a-aae925edbd99	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:c2597668-296b-465b-8db1-5a63f067a92b:1	STJY	qi_STJY	When did this job end? ENTER DATE: YEAR			Range:1965-2005	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:c32b3189-c51b-4008-b301-01e6c5740096:1	PXCY	qi_PXCY	You told me earlier that [^name of partner] was in paid work now, but last time we interviewed [^him/her], [^he/she] was [^non-working status (textfill taken from feed-forward data) ]. When did this period of [^non-working status] end? ENTER YEAR	INTERVIEWER: IF PERSON MOVED ON TO ANOTHER PERIOD OF 'NOT WORKING',  WE WANT WHEN THE PERIOD OF [^non-working status] ENDED.		Range:1950-2050	d625fffb-464c-4816-be17-5622400d54c5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:c403cb3b-0790-4304-ac89-4b97749468eb:1	SATW	qi_SATW	In your job or jobs how often do you work on Saturday?		cs_SATW	1|Every week. 2|Every 2-3 Saturdays. 3|At least once per month. 4|Less than once per month. 5|Never	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:c43e51ce-cbfd-490f-b510-d948a4a2ee73:1	SUPV	qi_SUPV	Do you have any managerial duties or are you supervising any other employees?		cs_SUPV-managersupervisor	1|Manager. 2|Foreman or supervisor. 3|Not a manager or supervisor	6b3edad9-a6f0-4337-9b8a-aae925edbd99	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:c46098c2-d65d-4e0f-bc5a-4227f96e6c56:1	SUPV iii	qi_SUPV_iii	Does [name] /Did [name] have any managerial duties, or is [he/she] supervising any other employees?		cs_M_Fs_Namos_Dk_R	1|Manager. 2|Foreman/supervisor. 3|Not a manager or supervisor. 4|Don't know. 5|Refused	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:c4b60414-e13a-4046-b6b8-409c0a53b30e:1	STJM	qi_STJM	(When did [^your/that job with this/that employer] end?) ENTER MONTH	IF STILL DOING JOB BUT NO LONGER MAIN JOB, GIVE YEAR/MONTH THIS JOB STOPPED BEING MAIN JOB. JOB=PERIOD OF PAID WORK WITH AN EMPLOYER OR PERIOD OF CONTINUOUS SELF-EMPLOYMENT.	cs_J_F_M_A_M_J_J_A_S_O_N_D	1|January. 2|February. 3|March. 4|April. 5|May. 6|June. 7|July. 8|August. 9|September. 10|October. 11|November. 12|December	d625fffb-464c-4816-be17-5622400d54c5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:c4f39b59-c982-430b-b3e4-6300dba646cb:1	PXBY	qi_PXBY	Last time we interviewed [^name of partner] [^On date of last interview] [^he/she] was working as a [^FF.job title]. When did this job end? ENTER YEAR			Range:1950-2050	d625fffb-464c-4816-be17-5622400d54c5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:c59941f1-4d7b-4080-b853-829a7c22e3e1:1	EMPT	qi_EMPT	Which type of organization do you work for in your main job?	JOB=PERIOD OF PAID WORK WITH AN EMPLOYER OR PERIOD OF CONTINUOUS SELF-EMPLOYMENT. IF MORE THAN ONE JOB, MAIN=JOB WITH MOST HOURS. IF EQUAL HOURS, MAIN=HIGHEST PAID.	cs_PfcPLC_CSoCG_Lgoth_NHSoNHST_SHe_Ni_Npmo_AF_O	1|Private firm/company/PLC. 2|Civil Service or Central Government (not armed forces). 3|Local government or town hall (including Local Education Authority, fire, police). 4|National Health Service or NHS Trust. 5|State Higher education (university or polytechnic). 6|Nationalised industry. 7|Non-profit making organization (including charity, co-operative). 8|Armed Forces. 95|Other	d625fffb-464c-4816-be17-5622400d54c5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:c5a22d46-3c5e-43eb-b90d-f296dd4a0f7a:1	SHIS	qi_SHIS	Here is a summary of what you have told us you have been doing since (^date last interview). Present: (DATE FROM JBSY OR SRTY OR YRST) – Present (Employment status from PSTA, “period of not working” if JBAW=2 OR “EMPLOYMENT” if EMPS=1/2 Previous: (MOST RECENT DATA FROM YRST) – (MOST RECENT Employment status FROM PSTA (ALL PERIODS TO BE LISTED STARTING WITH MOST RECENT, WITH CORRESPONDING EMPLOYMENT STATUS) Is there anything that we have missed?		cs_Ysm_Nnm	1|Yes, something missed. 2|No, nothing missed	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:c5c0d4b5-c440-479c-9026-eff772dfb67b:1	EMPN ii	qi_EMPN_ii	About how many people work for your employer at the workplace (building, branch works or site) where you work?		cs_Wa_12_39_1024_2549_5099_100199_200499_500999_1000om_DKft25_DK25om	1|Works alone. 2|1-2. 3|3-9. 4|10-24. 5|25-49. 6|50-99. 7|100-199. 8|200-499. 9|500-999. 10|1000 or more. 11|DK, fewer than 25. 12|DK, 25 or more	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8aecfaea-7147-4965-bc32-f5c279159544:1	MCS_9_Months_First_Survey_2000	urn:ddi:uk.cls.mcs:c790fe99-0f37-48e2-b95d-a071672b4a43:1	SEEM i	qi_SEEM_i	About how many people ^work for you?		cs_Waoowp_Lt25e_25ome	1|Works alone or only with partner. 2|Less than 25 employees. 3|25 or more employees	53f78494-051c-44ff-afe8-12ed27ab02f9	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:c7d29fb5-c47f-4e80-82f1-6f33856d6d95:1	FSTD	qi_FSTD	What did you mainly do in your job?	WRITE IN INTERVIEWER: CHECK SPECIAL QUALIFICATIONS/TRAINING NEEDED TO DO THE JOB		Generic text	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8aecfaea-7147-4965-bc32-f5c279159544:1	MCS_9_Months_First_Survey_2000	urn:ddi:uk.cls.mcs:c82258b9-2d5f-4a29-8ee0-f006a91dd7cb:1	FLEX	qi_FLEX	Does your employer offer any of the following arrangements for any employees?		cs_Ptw_Js_Fwh_Waofho_Waofhatt_Ss_9df4dww_Sttc_Not	1|Part-time working. 2|Job-sharing. 3|Flexible working hours (flexi-time). 4|Working at or from home occasionally. 5|Working at or from home all the time. 6|Special shifts (e.g. evening, school hours). 7|9-day fortnights/4 day working weeks (for full time employees). 8|School term-time contracts. 96|None of these [exclusive code]	53f78494-051c-44ff-afe8-12ed27ab02f9	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:c82ae448-db7e-48b7-a896-c870c58d3147:1	LWKM ii	qi_LWKM_ii	When did you last attend work in this job? NOTE MONTH OF LAST ATTENDING		cs_J_F_M_A_M_J_J_A_S_O_N_D	1|January. 2|February. 3|March. 4|April. 5|May. 6|June. 7|July. 8|August. 9|September. 10|October. 11|November. 12|December	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:c8dde23f-c94d-423b-afa3-1e80ab9665df:1	CJBS	qi_CJBS	Can I just check, were you in paid work immediately before you had your first child?	INTERVIEWER: FIRST CHILD IS NOT NECESSARILY THE COHORT CHILD	YRDANQ_No	1|Yes (RECORD DETAILS AT NEXT QUESTION). 2|No	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:c8e326dc-b1d1-412b-891c-508863cb328e:1	PXJT	qi_PXJT	What is the name or title of this job?	JOB=PERIOD OF PAID WORK WITH AN EMPLOYER OR PERIOD OF CONTINUOUS SELF-EMPLOYMENT. IF MORE THAN ONE JOB, MAIN=JOB WITH MOST HOURS. IF EQUAL HOURS, MAIN=HIGHEST PAID.		Generic text	d625fffb-464c-4816-be17-5622400d54c5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:c9985078-cf1b-4f4f-94c2-42721cc13131:1	NGTW	qi_NGTW	In your job or jobs how often do you work at night after 10pm and up to 7am?		Ed_Ew_Aloam_Ltopm_N	1|Every day. 2|Every week. 3|At least once a month. 4|Less than once per month. 5|Never	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8aecfaea-7147-4965-bc32-f5c279159544:1	MCS_9_Months_First_Survey_2000	urn:ddi:uk.cls.mcs:c9e83ee9-9914-4ce9-a456-29430534bb38:1	NWRS ii	qi_NWRS_ii	INTERVIEWER: TYPE IN OTHER REASON NOT IN WORK			Other	53f78494-051c-44ff-afe8-12ed27ab02f9	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:c9ead222-c612-4d0e-84ac-26b9b18119ac:1	PXHP	qi_PXHP	"How many hours PAID overtime does [^he/she] usually work in a week?

"	INTERVIEWER: ACCEPT ESTIMATE		Range:0-97	6b3edad9-a6f0-4337-9b8a-aae925edbd99	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:ca89257a-eac0-4bc5-b9e4-ca6d8145ff25:1	NUMP	qi_NUMP	How many hours PAID overtime do you usually work in a week?			Range:0-97	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:cb0ed98e-7bd8-4cd7-a83e-40e320744943:1	WRWY	qi_WRWY	INTERVIEWER CODE REASON FOR ERROR:		cs_WRWY	1|Whole job missed out. 2|Start date of job needs to be corrected	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:cb369ef8-9ebf-4787-9c27-fb5a95e53019:1	PXJB	qi_PXJB	(Can I just check) is [^name of partner] ...	READ OUT AND CODE ALL THAT APPLY (UP TO 4) ... [code maximum 4 out of 8 possible responses]	pasowbaa_asdoholc_rabopp_apiabopp_wfh_as_dfw_Not	1|... paid a salary or wage by an agency,. 2|a sole director of [^his/her] own limited company,. 3|running a business or professional practice,. 4|a partner in a business or professional practice,. 5|working for [^himself/ herself],. 6|a sub-contractor,. 7|doing freelance work?. 96|(None of these)	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
